143992 elementi trovati.
scoperte da : 16
scoperte quasi : 16
scoperti da : 16
scoperti esclam : 16
scoperti secondo : 16
scoperto a : 16
scoperto che : 32
scoperto dagli : 16
scoperto dai : 16
scoperto dal : 16
scoperto fu : 16
scoperto il : 32
scoperto in : 16
scoperto menzognero : 16
scoperto qualche : 16
scopo che : 16
scopo dei : 16
scopo dell' : 16
scopo di : 16
scopo e : 16
scopo propostosi : 16
scoppiando dalle : 16
scoppiar dalle : 16
scoppiare nel : 16
scoppiato che : 16
scoppiava dal : 16
scoppiava dalle : 16
scoppiavano dalle : 16
scoppiavano i : 16
scoppio di : 48
scopra dall' : 16
scopra il : 16
scopra un : 16
scopre dee : 16
scoprendo a : 16
scoprendo i : 16
scoprendo la : 16
scoprendo terreno : 16
scopre nella : 16
scopresi in : 16
scopresi la : 16
scopre tutto : 16
scoprimmo da : 16
scopriranno anche : 16
scoprire ad : 16
scoprirebbe il : 16
scoprire che : 16
scoprire di : 16
scoprire l' : 16
scoprire la : 32
scoprire le : 32
scoprire lunghissima : 16
scopriremo il : 16
scoprire ove : 16
scoprire se : 16
scoprirmi un : 16
scoprirne l' : 16
scoprirne la : 16
scoprirono distintamente : 16
scoprirono don : 16
scoprirono i : 16
scoprirono in : 32
scoprirono la : 16
scoprirono molti : 16
scoprirono poco : 16
scoprirono una : 16
scoprirsi da : 16
scoprirsi i : 16
scoprisse e : 16
scoprisse il : 16
scoprisse l' : 16
scoprisse qualche : 16
scoprisse sulla : 16
scoprissi al : 16
scoprissi la : 16
scopritore di : 16
scopriva alcun : 16
scopriva di : 16
scopriva mostravano : 16
scoprono le : 16
scopro quando : 16
scorda mai : 16
scordar fece : 16
scordato di : 16
scordatosi di : 16
scordato tamburo : 16
scordi di : 16
scorga cosa : 16
scorga in : 16
scorgeasi assai : 16
scorgeasi estinto : 16
scorge essere : 16
scorge la : 16
scorge mai : 16
scorgemmo al : 16
scorgendo che : 32
scorgendo dalla : 16
scorgendo gi : 16
scorgendo il : 32
scorgendo in : 16
scorgendolo s : 32
scorgendo nelle : 16
scorgendosi distintamente : 16
scorgendovi dentro : 16
scorge pi : 16
scorge pur : 16
scorgerai in : 16
scorger al : 16
scorgere anche : 16
scorgere ben : 16
scorgere che : 16
scorgere ci : 16
scorgere il : 16
scorgere la : 16
scorgere schiavi : 16
scorgere un : 16
scorgere una : 16
scorgerlo che : 16
scorgervi il : 32
scorgesi bene : 16
scorgessimo dal : 16
scorgeva pienamente : 16
scorgevasi poco : 16
scorgono cos : 16
scorgonsi nei : 16
scorra l' : 16
scorra le : 16
scorrendo di : 16
scorrendola ora : 16
scorrendo pel : 16
scorrendo sulla : 16
scorre per : 16
scorre presto : 16
scorrere della : 16
scorrere l' : 16
scorrere le : 32
scorrere molti : 16
scorrere mormorando : 16
scorrere paesi : 16
scorrere pur : 16
scorrere tutta : 16
scorrere tutto : 16
scorrere un : 16
scorressi le : 16
scorretti nella : 16
scorreva d' : 16
scorreva qua : 16
scorreva un : 32
scorrevoli ruscelli : 16
scorrono il : 16
scorrono quasi : 16
scorrono queste : 16
scorsa non : 16
scorsa notte : 144
scorse a : 16
scorse ai : 16
scorse appena : 32
scorse ch' : 16
scorse della : 16
scorse l' : 16
scorse molte : 16
scorse o : 16
scorsero molti : 16
scorsero venti : 16
scorse tre : 16
scorse un : 16
scorse venire : 16
scorsi che : 16
scorsi due : 16
scorsi e : 16
scorsi fermavasi : 16
scorsi giorni : 16
scorsi quattro : 16
scorsi quindici : 16
scorsi secoli : 32
scorso che : 16
scorsoio al : 16
scorsoio con : 16
scorso quando : 16
scorta la : 16
scortare in : 16
scortese cavaliere : 32
scortesia di : 16
scortesia il : 16
scorticarti vivo : 16
scorticherebbe come : 16
scorza di : 16
scorze per : 16
scoscesi e : 16
scossa s : 16
scossero e : 16
scosso il : 16
scossolo cos : 16
scosta dalla : 16
scostandomi da : 16
scostandosi dalla : 16
scostandosi senza : 16
scostandosi un : 16
scostar di : 16
scostarmi da : 16
scostarmi dalla : 16
scostarono essi : 16
scostaronsi dal : 16
scostarsi alquanto : 16
scostarsi da : 16
scostarsi dal : 16
scostarsi dalla : 16
scostarsi un : 16
scostasse da : 16
scostati dalla : 16
scostati di : 16
scostatisi alquanto : 16
scostato cento : 16
scostato da : 32
scostato dal : 32
scostato dall' : 16
scostato don : 16
scostatosi don : 16
scostato un : 16
scostava dall' : 16
scostiamo un : 16
scosti dal : 16
scostino le : 16
scosti un : 16
scosti vossignoria : 16
scostumate fossero : 16
scostumatezza avesse : 16
scostumati e : 16
scotto al : 16
screditassero la : 16
scrisse all' : 16
scrisse anselmo : 16
scrisse che : 16
scrisse in : 32
scrissero a : 16
scrisse sul : 16
scrisse tante : 16
scrisse una : 16
scrisse veracemente : 16
scrissi io : 16
scrissi lo : 16
scrissi quando : 16
scritta al : 16
scritta altrimenti : 16
scritta con : 16
scritta contro : 16
scritta da : 80
scritta dal : 16
scritta di : 16
scritta e : 16
scritta ed : 16
scritta in : 48
scritta l' : 16
scritta la : 64
scrittami da : 16
scritta potrebbe : 16
scritte al : 16
scritte alcune : 16
scritte con : 16
scritte dal : 16
scritte di : 16
scritte e : 32
scritte in : 16
scritte inmodo : 16
scritte negli : 16
scritte nella : 16
scritte non : 16
scritte per : 16
scritte senza : 16
scritti avvelenano : 16
scritti con : 32
scritti di : 16
scritti finch : 16
scritti in : 16
scritti leggevasi : 16
scritti lo : 16
scritti miei : 16
scritti sono : 16
scritto a : 32
scritto alla : 16
scritto altres : 16
scritto ch' : 16
scritto che : 48
scritto ci : 16
scritto con : 16
scritto cos : 16
scritto cosa : 16
scritto di : 48
scritto e : 16
scritto i : 16
scritto il : 32
scritto in : 48
scritto l' : 16
scritto la : 16
scritto lela : 16
scritto negli : 16
scritto nel : 16
scritto nell' : 16
scritto nella : 16
scritto oltre : 16
scritto pi : 16
scrittore che : 16
scrittore della : 16
scrittore di : 16
scrittore finto : 16
scrittore fu : 16
scrittore moro : 16
scrittori compongono : 16
scrittori dicessero : 16
scrittori l' : 16
scrittori nostri : 16
scrittori usare : 16
scrittori vi : 16
scritto s : 16
scritto si : 16
scritto sopra : 16
scritto su : 16
scritto una : 16
scrittura che : 16
scrittura il : 16
scrittura si : 16
scrittura trasportandola : 16
scritture cavalleresche : 16
scritture come : 16
scriva il : 16
scriva in : 32
scriva la : 16
scrivano il : 16
scriva pure : 16
scriva vossignoria : 16
scrive che : 16
scrive come : 16
scrive delle : 16
scrive di : 16
scrive il : 16
scrive la : 16
scrive male : 16
scrivendo e : 16
scrive nel : 16
scrivere a : 16
scrivere ai : 16
scrivere anzi : 16
scrivere che : 16
scrivere ci : 16
scrivere con : 16
scrivere contro : 16
scrivere di : 16
scrivere e : 48
scrivere i : 16
scrivere il : 32
scrivere in : 16
scrivere la : 32
scrivere le : 16
scrivere lesse : 16
scrivere molte : 16
scrivere nella : 16
scrivere o : 16
scrivere opere : 16
scrivere poeticamente : 16
scrivere possano : 16
scrivere quei : 16
scrivergli la : 16
scrivergli per : 16
scrivergli quella : 16
scriverla in : 16
scriverla nel : 16
scriverle egli : 16
scriverle non : 16
scrivermi e : 16
scriverne una : 16
scrivervi sotto : 16
scrive senza : 16
scrive sermoni : 16
scrivesse le : 16
scrivesse tutto : 16
scrivessi alla : 16
scriveste di : 16
scrivetemi a : 16
scriveva di : 32
scriveva e : 16
scrivevano le : 16
scrivi ai : 16
scrivo mi : 16
scrivono canzoni : 16
scrivono libri : 16
scrivono ogni : 16
scrivono secco : 16
scrosci che : 16
scrupoli sull' : 16
scrupoli sulla : 16
scrupolo che : 16
scrupolo consiste : 16
scrupolo di : 32
scrupolo in : 32
scrupolo io : 16
scrupolosa esattezza : 16
scrupolosa fedelt : 16
scrupolosamente a : 16
scrupolosamente del : 16
scrupolosa precauzione : 16
scrupolosi fantasmi : 16
scrupoloso che : 16
scrupolo tocca : 16
scrutinando quanto : 16
scrutinio che : 16
scuderili che : 16
scuderilissimo sancio : 16
scudi che : 48
scudi come : 16
scudi d' : 144
scudi del : 16
scudi di : 32
scudi divisi : 16
scudi e : 32
scudiere affamato : 16
scudiere al : 48
scudiere alcuno : 16
scudiere asinalmente : 16
scudiere avrebbe : 16
scudiere ch' : 16
scudiere che : 176
scudiere chi : 16
scudiere ciarlasse : 16
scudiere colla : 16
scudiere come : 16
scudiere con : 32
scudiere de' : 16
scudiere dei : 16
scudiere del : 128
scudiere della : 16
scudiere di : 192
scudiere dimoravano : 16
scudiere e : 112
scudiere errante : 16
scudiere fallito : 16
scudiere fedele : 16
scudiere fosse : 16
scudiere galante : 16
scudiere gli : 16
scudiere in : 32
scudiere intrattenendosi : 16
scudiere intrepido : 16
scudiere l' : 16
scudiere la : 16
scudiere le : 16
scudiere lo : 16
scudiere mi : 16
scudiere mille : 16
scudiere mio : 32
scudiere montato : 16
scudiere n : 16
scudiere nel : 16
scudiere non : 32
scudiere passarono : 16
scudiere quando : 16
scudiere quanto : 16
scudiere ragionavano : 16
scudiere rettorico : 16
scudiere s : 16
scudiere s' : 16
scudiere sancio : 192
scudiere sar : 16
scudiere sbalzato : 16
scudiere se : 16
scudiere senza : 16
scudiere si : 32
scudiere ti : 16
scudiere tommaso : 16
scudiere trifaldino : 32
scudiere venne : 16
scudiere vi : 16
scudieri a : 16
scudieri alla : 16
scudieri avessero : 16
scudieri avvenire : 16
scudieri ch' : 16
scudieri che : 48
scudieri ciarloni : 16
scudieri con : 16
scudieri conducessero : 16
scudieri dei : 80
scudieri della : 16
scudieri di : 64
scudieri e : 48
scudieri erranti : 16
scudieri faceano : 16
scudieri fossero : 32
scudieri giungessero : 16
scudieri governatori : 16
scudieri in : 32
scudieri intanto : 16
scudierile fedelt : 16
scudierili che : 16
scudierili della : 16
scudierili offici : 16
scudieri non : 16
scudieri pacifici : 16
scudieri pi : 16
scudieri possono : 16
scudieri se : 16
scudieri servissero : 16
scudieri si : 16
scudiero a : 16
scudiero abbia : 16
scudiero che : 16
scudiero del : 16
scudiero della : 16
scudiero di : 32
scudiero sancio : 64
scudiero tra : 16
scudiero traditore : 16
scudier seguendo : 16
scudier tremila : 16
scudi in : 48
scudi ne : 16
scudi non : 16
scudi per : 32
scudisciata ad : 16
scudisciate a : 16
scudisciate in : 16
scudiscio sui : 16
scudi se : 16
scudi sono : 32
scudi spagnuoli : 16
scudi trovati : 16
scudo a : 16
scudo bianco : 16
scudo del : 16
scudo della : 16
scudo delle : 16
scudo destinato : 16
scudo e : 48
scudo finch : 16
scudo imbracciato : 32
scudo in : 16
scudo la : 16
scudo lo : 16
scudo n : 16
scudo nessuna : 16
scudo o : 16
scudo tre : 16
scudo un : 32
scudo una : 32
scudo uno : 16
scuola della : 16
scuola di : 16
scuola e : 16
scuola se : 16
scuole moderne : 16
scuole salamanticesi : 16
scuoprano e : 16
scuopre le : 16
scuoprendomi accanto : 16
scuoprirmi un : 16
scuopritore degli : 16
scuotendo dai : 16
scuotendo di : 16
scuotendo e : 16
scuotendo la : 32
scuotendola la : 16
scuotendosi le : 16
scusa del : 16
scusa n : 16
scusandosi col : 16
scusandosi con : 16
scusare del : 16
scusarmi allegando : 16
scusarono ed : 16
scusata se : 16
scuse che : 16
sdegna di : 16
sdegnando di : 16
sdegnarsi della : 16
sdegnarsi e : 16
sdegna s : 16
sdegnati e : 16
sdegnato assai : 16
sdegnato contro : 32
sdegnato dalla : 16
sdegnato di : 16
sdegnato e : 32
sdegnato lotario : 16
sdegni che : 16
sdegni degli : 16
sdegni della : 16
sdegni e : 16
sdegni o : 16
sdegni pi : 16
sdegni tuoi : 16
sdegno che : 64
sdegno col : 16
sdegno colla : 16
sdegno contro : 16
sdegno de' : 16
sdegno del : 16
sdegno dello : 16
sdegno di : 32
sdegno e : 64
sdegno in : 16
sdegno le : 16
sdegno provaste : 16
sdegnosa ad : 16
sdegnosa e : 16
sdegno si : 16
sdegno vostro : 16
sdraiandosi sulla : 16
sdraiarono in : 16
sdraiati in : 16
sdraiati nei : 16
sdraiati sui : 16
sdraiato dalla : 16
sdraiatosi con : 16
sdrucciolare di : 16
sdrucciolava placidamentela : 16
sdrucciolevole molto : 16
sdrucciolino fuori : 16
sdrucita e : 16
sdrucitura non : 16
sdruciture del : 16
se ' : 32
se a : 368
se abbia : 48
se abbiamo : 16
se abbiansi : 16
se abbracciassi : 16
se accade : 16
se accaduta : 16
se accettato : 16
se acconsentisse : 16
se acconsentissero : 16
se ad : 16
se adesso : 64
se aggiunga : 16
se agli : 16
se al : 80
se alcuna : 16
se alcune : 16
se alcuni : 16
se alcuno : 48
se aliquando : 16
se alito : 16
se alla : 80
se alle : 16
se allo : 16
se almeno : 32
sealtisidora restata : 16
se altra : 48
se altri : 48
se altrimenti : 32
se altro : 80
se alzassero : 16
se amar : 16
se amore : 16
se anche : 160
se anco : 16
se andassi : 16
se antonia : 16
se arriva : 16
se arriver : 32
se avesse : 368
se avesseconosciuta : 16
se avessero : 64
se avessi : 240
se avete : 16
se aveva : 32
se avr : 64
se avrai : 16
se avrebbero : 16
se avviene : 16
sebbene abbia : 16
sebbene avesse : 16
sebbene avessi : 16
sebbene cadesse : 16
sebbene ci : 32
sebbene con : 16
sebbene dica : 16
sebbene fossero : 16
sebbene il : 64
sebbene in : 16
sebbene io : 112
sebbene la : 48
sebbene mi : 32
sebbene ne : 16
sebbene non : 80
sebbene paiano : 16
sebbene parlasse : 16
sebbene poco : 16
sebbene s' : 16
sebbene se : 16
sebbene secche : 16
sebbene sembriate : 16
sebbene sfamato : 16
sebbene si : 32
sebbene siami : 16
sebbene sieno : 16
sebbene un : 16
sebbene volesse : 16
sebben nol : 16
se beesse : 16
se ben : 80
se bene : 128
se brama : 32
se bramate : 32
se bramava : 16
se brami : 32
se buon : 16
se buona : 16
se buone : 16
se c' : 16
se caduta : 16
se cambia : 16
se camilla : 80
se campassi : 48
se cancellata : 16
se cantasse : 16
se capitano : 16
se cardenio : 16
secca come : 32
secca dove : 16
secca e : 16
secca non : 16
secche e : 32
secche per : 16
secche pi : 16
secchia che : 16
secchia di : 16
secchia per : 16
secchi come : 16
secchie di : 16
secchie vi : 16
secco a : 16
secco che : 16
secco di : 16
secco e : 48
secco ed : 16
secco nel : 16
secco per : 16
secco secco : 32
se ce : 16
se cercasse : 16
se certe : 32
se che : 16
se chi : 32
se chiamarvi : 16
se chilteria : 16
se ci : 512
seco ad : 16
seco alla : 16
seco alle : 16
seco avea : 16
seco biancherie : 16
seco bisacce : 16
seco condotta : 16
seco conduce : 16
seco denari : 32
seco due : 16
seco e : 16
seco ed : 16
seco gli : 16
se coglievano : 16
seco guardarobe : 16
seco i : 16
seco il : 64
seco l' : 32
seco la : 64
secolare della : 16
seco le : 16
se colei : 16
secoli a' : 16
secoli agli : 16
secoli amen : 16
secoli andati : 16
secoli avvenire : 64
secoli avventurosi : 16
secoli d' : 16
secoli dei : 16
secoli della : 16
secoli futuri : 32
secoli ha : 16
secoli in : 16
secoli la : 32
secoli nei : 16
secoli passati : 16
secoli per : 16
secoli presenti : 16
secoli scorsi : 16
secoli tutti : 16
se colla : 16
se collacarnagione : 16
secol niquitoso : 16
seco lo : 48
secolo che : 16
secolo de' : 16
secolo in : 16
secolo intero : 32
secolo venturoso : 16
seco lui : 32
se colui : 48
se come : 32
seco medesimi : 16
seco medesimo : 96
seco mi : 32
se compariva : 16
se comparivano : 16
se con : 112
se concorreva : 16
seconda bastonata : 16
seconda dei : 32
seconda del : 32
seconda dell' : 16
seconda delle : 32
seconda di : 16
secondai il : 16
secondai le : 16
seconda lettera : 16
seconda matrona : 16
seconda narrazione : 16
secondando l' : 16
seconda parte : 288
seconda per : 16
seconda pi : 16
seconda porzia : 16
seconda regione : 16
secondare gli : 16
secondare i : 32
secondare la : 32
secondare una : 16
secondarne l' : 16
secondarne le : 16
secondata dalla : 16
secondata la : 16
seconda venne : 16
seconda volta : 80
seconde parti : 16
secondi conformemente : 16
secondi consigli : 16
secondi il : 16
secondi insegnamenti : 16
secondino migliori : 16
secondo alcuni : 16
secondo autore : 16
secondo che : 144
secondo ci : 16
secondo colpo : 16
secondo don : 16
secondo e : 16
secondo fratello : 16
secondo genere : 16
secondogenito del : 16
secondo giudice : 16
secondo gl' : 16
secondo i : 32
secondo il : 176
secondo in : 16
secondo l' : 16
secondo la : 96
secondo le : 64
secondo lignaggio : 16
secondo luogo : 32
secondo matrimonio : 16
secondo motivo : 16
secondo ogni : 16
secondo otre : 16
secondo personaggio : 16
secondo premio : 16
secondo prologo : 16
secondo quel : 16
secondo quello : 48
secondo religioso : 16
secondo scritto : 16
secondo sonetto : 16
secondo sonno : 16
secondo uomo : 16
secondo viaggio : 16
secondo viene : 16
se condurrai : 16
seco nelle : 16
se conosci : 16
se contien : 16
seco ogni : 16
seco per : 16
seco portando : 16
seco portava : 32
se copriamo : 16
seco prigione : 16
seco qualche : 16
seco qualcuno : 16
seco quei : 16
seco rec : 16
seco recandosi : 16
seco recassero : 16
seco recava : 32
seco reliquie : 16
se corressero : 16
se cortesia : 16
se cos : 480
seco si : 48
seco stessa : 16
seco stessi : 16
seco stesso : 48
se costui : 16
seco tutti : 16
seco un : 64
seco una : 48
seco uno : 16
se crede : 32
se credo : 16
se d' : 16
se da : 128
se dall' : 16
se dalla : 16
se dar : 16
se dare : 16
se debbo : 64
sede dell' : 16
sede della : 16
se deggio : 16
se dei : 16
sede in : 16
se del : 16
se dell' : 32
se della : 16
sede lor : 16
sede ogni : 16
sedere a : 64
sedere accanto : 16
sedere alla : 16
sedere come : 16
sedere corcuelo : 16
sedere e : 16
sedere in : 32
sedere mand : 16
sedere nel : 16
sedere o : 16
sedere per : 16
sedere sopra : 48
sedere su : 32
sedere sul : 80
sedere sulla : 16
sedere una : 16
sedere vicina : 16
sedere vicino : 16
se derivasse : 16
sedersi sul : 16
seder sulla : 16
sederti ed : 16
sederti in : 16
se desiderava : 16
sedesse egli : 16
sedessero i : 16
sedesse sopra : 16
sedete qua : 16
sedettero al : 16
sedettero sulle : 16
sedettero tutti : 16
sedetti sopra : 16
sedeva non : 16
se di : 128
sedia accanto : 16
sedia bassa : 16
sedia che : 16
sedia collocata : 16
sedia dell' : 16
sedia di : 16
sedia e : 32
sedia i : 16
sedia il : 16
sedia medesima : 16
sedia ripulendosi : 16
sedia sola : 16
sedia su : 16
sedia tutto : 16
sedia un : 16
se dicesse : 16
sedici anni : 96
sedici ore : 16
se dico : 16
sedie ricchissime : 16
se dimani : 16
se dimorato : 16
se dio : 48
se dipingeva : 16
se dirigendomi : 16
se distratto : 16
se diversamente : 16
sed magis : 16
se dobbiamo : 16
se domandasse : 16
se don : 96
se dopo : 48
se dorme : 16
se dorotea : 32
sedotta dai : 16
sedotto da : 32
se dovesse : 32
se dovessero : 32
seducente che : 16
se duemila : 16
se dunque : 32
se dura : 32
se duro : 16
sedurre prima : 16
seduta e : 16
seduta in : 16
seduta nel : 16
sedutasi di : 16
seduta sopra : 16
seduta su : 48
seduta sul : 16
seduti all' : 16
seduti altri : 16
seduti si : 16
seduti sul : 16
seduti tutti : 16
seduto a : 32
seduto appi : 16
seduto dinanzi : 16
seduto in : 16
seduto magistralmente : 16
seduto nel : 16
seduto nella : 16
seduto presso : 16
sedutosi pertanto : 16
sedutosi sopra : 16
seduto su : 32
seduzione o : 16
seduzioni e : 16
se egli : 64
se ella : 64
se entrer : 16
se era : 16
se erano : 16
se erasele : 16
se erasi : 16
se eravamo : 16
se esso : 32
se fai : 16
se falsa : 16
se fatto : 16
se fia : 16
se fingeva : 16
se fo : 16
se fosse : 1184
se fossero : 384
se fossi : 144
se fossimo : 80
se foste : 16
se francesca : 16
se fu : 32
se fuggisse : 16
se fuori : 16
